,date,Energy_Consumption,LaRP,LeRP,LaPF,LePF,Duty,Emissions_Air_Quality_Metric,Date
13,3/11/2018 3:30,3.16,3.01,0,71.63,100,Low,105,3/11/2018
14,3/11/2018 3:45,3.43,3.74,0,67.5,100,Low,93,3/11/2018
15,3/11/2018 3:59,3.72,4.33,0,65.46,100,Low,107,3/11/2018
16,3/11/2018 4:15,3.25,3.14,0,71.48,100,Low,94,3/11/2018
17,3/11/2018 4:30,3.09,2.95,0,72.44,100,Low,105,3/11/2018
18,3/11/2018 4:44,3.1,3,0,72.29,100,Low,95,3/11/2018
19,3/11/2018 5:00,3.18,2.99,0,72.33,100,Low,93,3/11/2018
20,3/11/2018 5:15,3.15,3.02,0,71.95,100,Low,103,3/11/2018
21,3/11/2018 5:29,3.16,2.96,0,73.21,100,Low,93,3/11/2018
22,3/11/2018 5:45,3.22,3.01,0,72.42,100,Low,102,3/11/2018
24,3/11/2018 6:14,3.08,2.94,0,72.79,100,Low,104,3/11/2018
25,3/11/2018 6:45,3.23,3.24,0,70.71,100,Low,97,3/11/2018
26,3/11/2018 6:59,3.72,4.47,0,64.67,100,Low,102,3/11/2018
27,3/11/2018 7:15,3.03,3.03,0,71.63,100,Low,94,3/11/2018
28,3/11/2018 7:30,3.1,2.94,0,71.98,100,Low,94,3/11/2018
29,3/11/2018 7:44,3.29,3.13,0,72.35,100,Low,104,3/11/2018
30,3/11/2018 8:00,3.37,3.05,0,73.44,100,Low,92,3/11/2018
31,3/11/2018 8:15,15.74,13.27,0,76.55,100,Low,166,3/11/2018
32,3/11/2018 8:29,25.93,20.5,0,78.53,100,Low,166,3/11/2018
33,3/11/2018 8:45,27.74,21.31,0,79.31,100,Low,166,3/11/2018
34,3/11/2018 9:00,30.47,1.87,5.58,99.81,98.38,Low,166,3/11/2018
35,3/11/2018 9:14,31.02,0.31,8.48,99.99,96.46,Average,166,3/11/2018
36,3/11/2018 9:30,34.79,1.66,2.03,99.89,99.81,Average,232,3/11/2018
37,3/11/2018 9:45,33.09,1.29,1.66,99.9,99.87,Average,232,3/11/2018
38,3/11/2018 9:59,34.31,2.3,1.22,99.78,99.95,Average,232,3/11/2018
39,3/11/2018 10:30,31.06,0.51,2.31,100,99.74,Major,166,3/11/2018
40,3/11/2018 10:44,31.77,2.03,1.71,99.78,99.86,Major,166,3/11/2018
41,3/11/2018 11:00,29.96,0.64,2.22,99.98,99.74,Major,166,3/11/2018
42,3/11/2018 11:15,30.11,14.5,0.12,90.06,100,Major,166,3/11/2018
43,3/11/2018 11:29,30.15,15.57,0,88.85,100,Major,166,3/11/2018
44,3/11/2018 12:00,29.5,15.02,0,89.16,100,Major,166,3/11/2018
45,3/11/2018 12:14,24.15,2.23,7.35,99.59,95.65,Average,166,3/11/2018
46,3/11/2018 12:30,24.13,0,10.93,100,91.15,Average,166,3/11/2018
47,3/11/2018 12:45,24.07,0,10.9,100,91.08,Average,166,3/11/2018
48,3/11/2018 12:59,24.31,0.03,10.5,100,91.82,Average,166,3/11/2018
49,3/11/2018 13:15,30.71,0.55,2.09,99.98,99.78,Major,166,3/11/2018
50,3/11/2018 13:30,31.33,0.54,1.88,99.99,99.83,Major,166,3/11/2018
51,3/11/2018 13:44,31.01,1.11,1.76,99.93,99.85,Major,166,3/11/2018
52,3/11/2018 14:00,30.88,1.16,1.65,99.92,99.87,Major,166,3/11/2018
53,3/11/2018 14:15,30.31,0.57,2.02,99.97,99.77,Major,166,3/11/2018
54,3/11/2018 14:29,30.68,1.17,1.74,99.91,99.83,Major,166,3/11/2018
55,3/11/2018 14:45,31.34,1.79,1.57,99.83,99.87,Major,166,3/11/2018
56,3/11/2018 15:00,30.97,1.09,1.81,99.94,99.84,Major,166,3/11/2018
57,3/11/2018 15:14,31.25,1.27,1.69,99.93,99.84,Major,166,3/11/2018
58,3/11/2018 15:30,30.19,0.49,1.97,99.98,99.77,Major,166,3/11/2018
59,3/11/2018 15:45,30.12,0.51,2.06,99.98,99.76,Major,166,3/11/2018
60,3/11/2018 15:59,30.14,0.59,1.96,99.98,99.8,Major,166,3/11/2018
61,3/11/2018 16:15,30.33,0.58,2.02,99.98,99.79,Major,166,3/11/2018
62,3/11/2018 16:30,30.38,0.54,2.01,99.97,99.79,Major,166,3/11/2018
63,3/11/2018 16:44,30.31,0.56,1.93,99.99,99.81,Major,166,3/11/2018
64,3/11/2018 17:00,30.91,0.22,2.47,100,99.68,Major,166,3/11/2018
65,3/11/2018 17:15,30.8,0.14,2.52,100,99.69,Average,166,3/11/2018
66,3/11/2018 17:29,30.05,0.29,2.67,100,99.61,Average,166,3/11/2018
67,3/11/2018 17:45,29.78,0.24,2.64,100,99.6,Average,166,3/11/2018
68,3/11/2018 18:00,31.48,0.67,1.92,99.99,99.83,Average,166,3/11/2018
69,3/11/2018 18:14,30.18,13.55,0.14,91.25,100,Average,166,3/11/2018
70,3/11/2018 18:30,30.04,14.51,0,90.02,100,Average,166,3/11/2018
71,3/11/2018 18:45,29.85,3.64,2.14,99.27,99.76,Average,166,3/11/2018
72,3/11/2018 18:59,28.37,0.05,8.2,100,96.03,Average,166,3/11/2018
73,3/11/2018 19:30,28.22,0,9.21,100,95.06,Average,166,3/11/2018
74,3/11/2018 19:44,28.14,0,9.18,100,95.07,Average,166,3/11/2018
75,3/11/2018 20:00,28.79,0.19,7.32,100,96.91,Average,166,3/11/2018
76,3/11/2018 20:15,28.77,0.08,6.87,100,97.25,Average,166,3/11/2018
77,3/11/2018 20:29,28.89,0.15,5.68,100,98.12,Average,166,3/11/2018
78,3/11/2018 20:45,30.14,0.28,2.82,100,99.55,Average,166,3/11/2018
79,3/11/2018 21:00,31.39,0.08,3.02,100,99.53,Average,166,3/11/2018
80,3/11/2018 21:14,30.3,0.17,3.12,100,99.46,Average,166,3/11/2018
81,3/11/2018 21:30,29.73,0.19,3.12,100,99.45,Average,166,3/11/2018
82,3/11/2018 21:45,30.2,0.21,3.25,100,99.44,Average,166,3/11/2018
83,3/11/2018 21:59,30.33,0.19,3.12,100,99.47,Average,166,3/11/2018
84,3/11/2018 22:15,30.54,11.74,1.61,93.35,99.85,Average,166,3/11/2018
85,3/11/2018 22:30,12.77,11.37,0,74.51,100,Average,166,3/11/2018
86,3/11/2018 22:44,4.01,3.83,0,72.91,100,Average,95,3/11/2018
87,3/11/2018 23:00,3.78,3.57,0,72.81,100,Average,108,3/11/2018
88,3/11/2018 23:29,3.84,3.26,0,76.5,100,Low,109,3/11/2018
89,3/11/2018 23:45,3.78,3.86,0,70.05,100,Low,93,3/11/2018
90,3/11/2018 0:00,3.89,4.6,0,63.81,100,Low,103,3/11/2018
0,3/12/2018 0:30,3.87,5,0,61.39,100,Low,96,3/12/2018
1,3/12/2018 0:45,3.94,5.11,0,60.57,100,Low,109,3/12/2018
2,3/12/2018 0:59,3.89,5.09,0,60.41,100,Low,98,3/12/2018
3,3/12/2018 1:15,3.87,5.04,0,60.41,100,Low,97,3/12/2018
4,3/12/2018 1:30,3.96,5.47,0,57.94,100,Low,109,3/12/2018
5,3/12/2018 1:44,3.88,5.39,0,58.75,100,Low,96,3/12/2018
6,3/12/2018 2:00,3.93,5.26,0,59.45,100,Low,100,3/12/2018
7,3/12/2018 2:15,3.84,5.24,0,59.75,100,Low,106,3/12/2018
8,3/12/2018 2:29,3.79,5.14,0,59.88,100,Low,100,3/12/2018
9,3/12/2018 2:45,3.86,5.09,0,60.1,100,Low,109,3/12/2018
10,3/12/2018 3:00,3.93,5.15,0,60.58,100,Low,106,3/12/2018
11,3/12/2018 3:14,3.81,5.23,0,59.38,100,Low,108,3/12/2018
12,3/12/2018 3:30,3.83,5.22,0,59.74,100,Low,107,3/12/2018
13,3/12/2018 3:45,3.33,4.13,0,63.23,100,Low,98,3/12/2018
14,3/12/2018 3:59,3.23,3.63,0,65.67,100,Low,97,3/12/2018
15,3/12/2018 4:15,3.25,3.51,0,67.63,100,Low,95,3/12/2018
16,3/12/2018 4:30,3.08,3.46,0,67.1,100,Low,91,3/12/2018
17,3/12/2018 4:44,3.22,3.47,0,67.55,100,Low,101,3/12/2018
18,3/12/2018 5:15,3.23,3.47,0,67.89,100,Low,92,3/12/2018
19,3/12/2018 5:29,3.16,3.38,0,68.41,100,Low,96,3/12/2018
20,3/12/2018 5:45,3.08,3.25,0,69.14,100,Low,108,3/12/2018
21,3/12/2018 6:00,3.08,3.17,0,70.25,100,Low,103,3/12/2018
22,3/12/2018 6:14,3.16,3.25,0,69.13,100,Low,101,3/12/2018
23,3/12/2018 6:30,3.12,3.17,0,70.27,100,Low,104,3/12/2018
24,3/12/2018 6:45,3.77,4.41,0,64.84,100,Low,95,3/12/2018
25,3/12/2018 7:15,3.77,3.62,0,71.65,100,Low,109,3/12/2018
26,3/12/2018 7:30,4.03,3.95,0,71.69,100,Low,98,3/12/2018
27,3/12/2018 7:44,4.37,4.68,0,68.17,100,Low,100,3/12/2018
28,3/12/2018 8:00,4.37,4.83,0,67.09,100,Low,104,3/12/2018
29,3/12/2018 8:15,42.61,35.15,0,77.16,100,Low,232,3/12/2018
30,3/12/2018 8:29,87.34,59.53,0,82.64,100,Low,364,3/12/2018
31,3/12/2018 8:45,109.92,69.11,0,84.65,100,Low,430,3/12/2018
32,3/12/2018 9:00,87.36,36.16,0,92.41,100,Low,364,3/12/2018
33,3/12/2018 9:14,58.4,19.11,0,95.04,100,Average,298,3/12/2018
34,3/12/2018 9:30,56.71,15.2,0,96.59,100,Average,298,3/12/2018
35,3/12/2018 9:45,71.4,15.84,0,97.61,100,Average,298,3/12/2018
36,3/12/2018 9:59,58.23,16.11,0,96.37,100,Average,298,3/12/2018
37,3/12/2018 10:15,52.94,8.87,0.19,98.62,100,Major,232,3/12/2018
38,3/12/2018 10:30,49.68,4.96,0.36,99.49,100,Major,232,3/12/2018
39,3/12/2018 10:44,44.05,1.13,0.77,99.97,99.98,Major,232,3/12/2018
40,3/12/2018 11:00,54.46,9.65,0.03,98.46,100,Major,232,3/12/2018
41,3/12/2018 11:15,52.48,25.39,0,90.01,100,Major,232,3/12/2018
42,3/12/2018 11:29,77.3,35.4,0,90.92,100,Major,364,3/12/2018
43,3/12/2018 11:45,94.61,41.64,0,91.53,100,Major,364,3/12/2018
44,3/12/2018 12:00,73.2,35.32,0,90.08,100,Major,298,3/12/2018
45,3/12/2018 12:14,38.57,8.36,1.21,97.73,99.94,Average,232,3/12/2018
46,3/12/2018 12:30,34.34,1.24,0.72,99.93,99.99,Average,232,3/12/2018
47,3/12/2018 12:45,31.66,0.47,5.77,99.97,98.39,Average,166,3/12/2018
48,3/12/2018 12:59,30.28,0,7.57,100,97.02,Average,166,3/12/2018
50,3/12/2018 13:30,89.53,22.74,0,96.91,100,Major,364,3/12/2018
51,3/12/2018 13:44,78.52,18.32,0,97.38,100,Major,364,3/12/2018
52,3/12/2018 14:00,89.64,20.97,0,97.36,100,Major,364,3/12/2018
53,3/12/2018 14:15,96.45,31.73,0,94.99,100,Major,364,3/12/2018
54,3/12/2018 14:29,77.3,18.49,0,97.27,100,Major,364,3/12/2018
55,3/12/2018 14:45,83.59,21.29,0,96.91,100,Major,364,3/12/2018
56,3/12/2018 15:00,87.22,22.25,0,96.91,100,Major,364,3/12/2018
57,3/12/2018 15:14,82.49,16.87,0,97.96,100,Major,364,3/12/2018
58,3/12/2018 15:30,52.49,11.85,0,97.54,100,Major,232,3/12/2018
59,3/12/2018 15:45,62.75,24.04,0,93.37,100,Major,298,3/12/2018
60,3/12/2018 16:15,82.53,22.47,0.06,96.49,100,Major,364,3/12/2018
61,3/12/2018 16:30,75.15,21.55,0,96.13,100,Major,298,3/12/2018
62,3/12/2018 16:44,91.13,25.1,0,96.41,100,Major,364,3/12/2018
63,3/12/2018 17:00,89.57,23.73,0,96.66,100,Major,364,3/12/2018
64,3/12/2018 17:15,76.8,23.98,0,95.45,100,Average,364,3/12/2018
65,3/12/2018 17:29,69.86,20.08,0,96.12,100,Average,298,3/12/2018
66,3/12/2018 17:45,43.84,4.46,0.3,99.48,100,Average,232,3/12/2018
67,3/12/2018 18:00,32.48,0.31,4.35,100,99.1,Average,166,3/12/2018
68,3/12/2018 18:14,34.79,18.06,0.52,88.73,100,Average,232,3/12/2018
69,3/12/2018 18:30,48.53,30.26,0,84.81,100,Average,232,3/12/2018
70,3/12/2018 18:45,46.55,14.48,0,95.47,100,Average,232,3/12/2018
71,3/12/2018 18:59,38.39,5.87,0,98.83,100,Average,232,3/12/2018
72,3/12/2018 19:15,36.64,4.95,0,99.13,100,Average,232,3/12/2018
73,3/12/2018 19:30,36.8,4.32,0,99.31,100,Average,232,3/12/2018
74,3/12/2018 19:44,54.44,16.5,0,95.71,100,Average,232,3/12/2018
75,3/12/2018 20:00,39.82,6.41,0,98.74,100,Average,232,3/12/2018
76,3/12/2018 20:15,37.98,4.57,0.03,99.31,100,Average,232,3/12/2018
77,3/12/2018 20:29,46.13,9.43,0,97.96,100,Average,232,3/12/2018
78,3/12/2018 20:45,49.75,12.42,0,97.03,100,Average,232,3/12/2018
79,3/12/2018 21:00,28.35,2.15,7.52,99.71,96.65,Average,166,3/12/2018
80,3/12/2018 21:14,8.5,0,22.73,100,34.9,Average,98,3/12/2018
81,3/12/2018 21:30,8.14,0,23,100,33.48,Average,100,3/12/2018
82,3/12/2018 21:45,7.86,0,23.62,100,31.81,Average,100,3/12/2018
83,3/12/2018 21:59,7.12,0,24.27,100,28.31,Average,104,3/12/2018
84,3/12/2018 22:15,4.81,2.56,14.14,88.31,32.25,Average,104,3/12/2018
85,3/12/2018 22:30,4.59,7.08,0,54.66,100,Average,104,3/12/2018
86,3/12/2018 22:44,4.59,7.08,0,54.19,100,Average,106,3/12/2018
87,3/12/2018 23:00,4.56,7.02,0,54.88,100,Average,100,3/12/2018
88,3/12/2018 23:15,4.49,6.35,0,57.89,100,Low,106,3/12/2018
89,3/12/2018 23:45,4.44,6.15,0,58.99,100,Low,96,3/12/2018
90,3/12/2018 0:00,4.47,6.11,0,58.9,100,Low,100,3/12/2018
0,3/13/2018 0:30,4.46,6.66,0,56,100,Low,94,3/13/2018
1,3/13/2018 0:45,4.59,6.59,0,56.73,100,Low,94,3/13/2018
2,3/13/2018 0:59,4.52,6.86,0,55.56,100,Low,101,3/13/2018
3,3/13/2018 1:15,4.54,6.88,0,54.73,100,Low,106,3/13/2018
4,3/13/2018 1:30,4.52,6.96,0,54.93,100,Low,91,3/13/2018
5,3/13/2018 1:44,4.49,6.63,0,56.56,100,Low,95,3/13/2018
6,3/13/2018 2:00,4.64,6.78,0,56.28,100,Low,95,3/13/2018
7,3/13/2018 2:15,4.57,6.79,0,55.53,100,Low,106,3/13/2018
8,3/13/2018 2:29,3.96,5.17,0,60.04,100,Low,107,3/13/2018
9,3/13/2018 2:45,3.64,4.8,0,61.24,100,Low,96,3/13/2018
10,3/13/2018 3:00,3.76,4.67,0,62.42,100,Low,94,3/13/2018
11,3/13/2018 3:14,3.84,4.71,0,62.52,100,Low,107,3/13/2018
12,3/13/2018 3:30,3.63,4.64,0,62.03,100,Low,94,3/13/2018
13,3/13/2018 3:45,3.78,4.69,0,62.44,100,Low,108,3/13/2018
14,3/13/2018 3:59,3.76,4.8,0,61.22,100,Low,103,3/13/2018
15,3/13/2018 4:15,3.69,4.56,0,63.04,100,Low,97,3/13/2018
16,3/13/2018 4:30,3.78,4.61,0,63.01,100,Low,102,3/13/2018
17,3/13/2018 4:44,3.68,4.62,0,62.99,100,Low,109,3/13/2018
18,3/13/2018 5:00,3.66,4.55,0,62.89,100,Low,94,3/13/2018
19,3/13/2018 5:15,3.74,4.69,0,62.11,100,Low,97,3/13/2018
20,3/13/2018 5:45,4.54,6.56,0,57.56,100,Low,91,3/13/2018
21,3/13/2018 6:00,3.89,5,0,61.02,100,Low,100,3/13/2018
22,3/13/2018 6:14,3.71,4.62,0,62.69,100,Low,97,3/13/2018
23,3/13/2018 6:30,3.66,4.88,0,60.67,100,Low,96,3/13/2018
24,3/13/2018 6:45,3.65,4.93,0,60.13,100,Low,108,3/13/2018
25,3/13/2018 6:59,3.71,4.72,0,61.8,100,Low,107,3/13/2018
26,3/13/2018 7:15,3.64,4.58,0,62.29,100,Low,91,3/13/2018
27,3/13/2018 7:30,3.78,4.9,0,61.49,100,Low,104,3/13/2018
28,3/13/2018 7:44,5.26,7.28,0,58.33,100,Low,93,3/13/2018
29,3/13/2018 8:00,6.79,7.46,0,67.26,100,Low,109,3/13/2018
30,3/13/2018 8:15,21.04,20.45,0,71.75,100,Low,166,3/13/2018
31,3/13/2018 8:29,77.64,50.73,0,83.72,100,Low,364,3/13/2018
32,3/13/2018 8:45,89.86,52.87,0,86.19,100,Low,364,3/13/2018
33,3/13/2018 9:00,73.78,23.69,0,95.21,100,Low,298,3/13/2018
34,3/13/2018 9:14,52.05,11.39,0,97.69,100,Average,232,3/13/2018
35,3/13/2018 9:30,96.39,35.32,0,93.88,100,Average,364,3/13/2018
36,3/13/2018 9:45,74.87,33.16,0,91.43,100,Average,298,3/13/2018
37,3/13/2018 9:59,102.66,36.36,0,94.26,100,Average,430,3/13/2018
38,3/13/2018 10:15,111.83,49.27,0,91.53,100,Major,430,3/13/2018
39,3/13/2018 10:30,84.6,30.52,0,94.05,100,Major,364,3/13/2018
40,3/13/2018 10:44,82.17,29.26,0,94.2,100,Major,364,3/13/2018
41,3/13/2018 11:00,69.13,26.88,0,93.21,100,Major,298,3/13/2018
42,3/13/2018 11:15,79.68,50.87,0,84.29,100,Major,364,3/13/2018
43,3/13/2018 11:29,75.42,49,0,83.83,100,Major,298,3/13/2018
44,3/13/2018 11:45,71.22,42.98,0,85.63,100,Major,298,3/13/2018
45,3/13/2018 12:00,92.97,52.17,0,87.21,100,Major,364,3/13/2018
46,3/13/2018 12:14,17.46,6.18,17.26,94.28,71.16,Average,166,3/13/2018
47,3/13/2018 12:30,6.61,0,25.19,100,25.29,Average,95,3/13/2018
48,3/13/2018 12:45,6.68,0,24.98,100,26,Average,103,3/13/2018
49,3/13/2018 12:59,6.67,0,25.06,100,25.53,Average,97,3/13/2018
50,3/13/2018 13:15,53.77,16.23,2.66,95.74,99.89,Major,232,3/13/2018
51,3/13/2018 13:30,78.77,37.33,0,90.38,100,Major,364,3/13/2018
52,3/13/2018 13:44,106.66,46.26,0,91.75,100,Major,430,3/13/2018
53,3/13/2018 14:00,84.55,43.18,0,89.08,100,Major,364,3/13/2018
54,3/13/2018 14:15,107.55,45.54,0,92.08,100,Major,430,3/13/2018
55,3/13/2018 14:29,96.61,52.62,0,87.81,100,Major,364,3/13/2018
56,3/13/2018 14:45,102.26,43.82,0,91.92,100,Major,430,3/13/2018
57,3/13/2018 15:00,87.85,42.07,0,90.17,100,Major,364,3/13/2018
58,3/13/2018 15:14,48.32,20.08,0,92.36,100,Major,232,3/13/2018
59,3/13/2018 15:30,75.08,44.49,0,86.03,100,Major,298,3/13/2018
60,3/13/2018 15:45,54.83,27.15,0,89.66,100,Major,298,3/13/2018
61,3/13/2018 15:59,57.76,23.18,0,92.8,100,Major,298,3/13/2018
62,3/13/2018 16:15,54.71,26.68,0,89.88,100,Major,298,3/13/2018
63,3/13/2018 16:30,61.53,27.61,0,91.24,100,Major,298,3/13/2018
64,3/13/2018 16:44,65.19,33.05,0,89.21,100,Major,298,3/13/2018
65,3/13/2018 17:00,62.95,32.86,0,88.66,100,Major,298,3/13/2018
66,3/13/2018 17:15,62.38,32.08,0,88.95,100,Average,298,3/13/2018
67,3/13/2018 17:29,82.29,30.13,0,93.91,100,Average,364,3/13/2018
68,3/13/2018 17:45,42.93,4.42,1.1,99.46,99.98,Average,232,3/13/2018
69,3/13/2018 18:00,28.52,0,8.45,100,95.89,Average,166,3/13/2018
70,3/13/2018 18:14,37.3,20.2,0.6,87.9,100,Average,232,3/13/2018
71,3/13/2018 18:30,46.91,37.13,0,78.4,100,Average,232,3/13/2018
72,3/13/2018 18:45,56.66,30.21,0,88.23,100,Average,298,3/13/2018
73,3/13/2018 18:59,58,25.89,0,91.32,100,Average,298,3/13/2018
75,3/13/2018 19:30,49.04,18.15,0,93.78,100,Average,232,3/13/2018
76,3/13/2018 19:44,48.78,19.99,0,92.52,100,Average,232,3/13/2018
77,3/13/2018 20:00,41.18,15.41,0,93.67,100,Average,232,3/13/2018
78,3/13/2018 20:15,58.13,28.3,0,89.9,100,Average,298,3/13/2018
79,3/13/2018 20:29,57.74,27.83,0,90.09,100,Average,298,3/13/2018
80,3/13/2018 20:45,54.73,23.63,0.05,91.8,100,Average,298,3/13/2018
81,3/13/2018 21:30,4.52,0,24.89,100,18.07,Average,102,3/13/2018
82,3/13/2018 21:45,4.26,0,24.3,100,17.36,Average,100,3/13/2018
83,3/13/2018 22:15,4.11,1.86,13.71,91.13,28.88,Average,100,3/13/2018
84,3/13/2018 22:30,3.84,5,0,61.39,100,Average,100,3/13/2018
85,3/13/2018 22:44,3.91,4.92,0,62.25,100,Average,108,3/13/2018
86,3/13/2018 23:00,3.85,4.85,0,62.09,100,Average,96,3/13/2018
87,3/13/2018 23:15,3.9,4.95,0,61.95,100,Low,94,3/13/2018
88,3/13/2018 23:29,3.77,4.58,0,64.13,100,Low,98,3/13/2018
89,3/13/2018 23:45,3.89,4.35,0,65.9,100,Low,105,3/13/2018
90,3/13/2018 0:00,3.83,4.32,0,65.86,100,Low,102,3/13/2018
0,3/14/2018 0:14,3.87,4.79,0,62.34,100,Low,100,3/14/2018
1,3/14/2018 0:30,3.84,4.9,0,62.16,100,Low,106,3/14/2018
2,3/14/2018 0:45,3.79,4.51,0,64.72,100,Low,101,3/14/2018
3,3/14/2018 0:59,3.84,4.46,0,64.67,100,Low,97,3/14/2018
4,3/14/2018 1:15,3.8,4.52,0,64.66,100,Low,91,3/14/2018
5,3/14/2018 1:30,3.88,4.87,0,62.51,100,Low,101,3/14/2018
6,3/14/2018 1:44,3.88,4.66,0,63.85,100,Low,95,3/14/2018
7,3/14/2018 2:00,3.77,4.61,0,63.8,100,Low,93,3/14/2018
8,3/14/2018 2:15,3.91,4.7,0,63.22,100,Low,109,3/14/2018
9,3/14/2018 2:29,3.92,4.66,0,63.91,100,Low,95,3/14/2018
10,3/14/2018 2:45,3.82,4.76,0,62.98,100,Low,100,3/14/2018
11,3/14/2018 3:00,3.48,4.68,0,59.79,100,Low,106,3/14/2018
12,3/14/2018 3:14,3.25,4.85,0,55.95,100,Low,103,3/14/2018
13,3/14/2018 3:30,3.3,4.94,0,55.41,100,Low,91,3/14/2018
14,3/14/2018 3:45,3.21,4.92,0,55.4,100,Low,103,3/14/2018
15,3/14/2018 3:59,3.35,4.76,0,56.83,100,Low,93,3/14/2018
16,3/14/2018 4:15,3.34,4.82,0,57.43,100,Low,107,3/14/2018
17,3/14/2018 4:30,3.23,4.71,0,56.6,100,Low,98,3/14/2018
18,3/14/2018 4:44,3.21,4.57,0,57.86,100,Low,101,3/14/2018
19,3/14/2018 5:00,3.23,4.81,0,56.51,100,Low,102,3/14/2018
20,3/14/2018 5:15,3.24,4.79,0,56.51,100,Low,93,3/14/2018
21,3/14/2018 5:29,3.27,4.83,0,56.61,100,Low,99,3/14/2018
22,3/14/2018 5:45,3.15,4.61,0,57.01,100,Low,103,3/14/2018
23,3/14/2018 6:00,3.25,4.6,0,57.51,100,Low,98,3/14/2018
24,3/14/2018 6:14,3.23,4.76,0,56.35,100,Low,104,3/14/2018
25,3/14/2018 6:30,3.23,4.72,0,56.58,100,Low,101,3/14/2018
26,3/14/2018 6:45,3.37,4.82,0,57.09,100,Low,91,3/14/2018
27,3/14/2018 7:15,3.18,4.68,0,56.07,100,Low,100,3/14/2018
28,3/14/2018 7:30,3.54,5.08,0,57.38,100,Low,98,3/14/2018
29,3/14/2018 7:44,4.53,6.62,0,55.89,100,Low,102,3/14/2018
30,3/14/2018 8:15,36.53,35.45,0,71.77,100,Low,232,3/14/2018
31,3/14/2018 8:29,62.2,56.03,0,74.27,100,Low,298,3/14/2018
32,3/14/2018 8:45,72.93,67.9,0,73.16,100,Low,298,3/14/2018
33,3/14/2018 9:00,71.36,41.08,0,86.65,100,Low,298,3/14/2018
34,3/14/2018 9:14,56.91,22.72,0,92.87,100,Average,298,3/14/2018
35,3/14/2018 9:30,62.03,25.23,0,92.63,100,Average,298,3/14/2018
36,3/14/2018 9:45,62.92,30.36,0,90.08,100,Average,298,3/14/2018
37,3/14/2018 9:59,73.04,33.24,0,91.05,100,Average,298,3/14/2018
38,3/14/2018 10:30,118.29,54.82,0,90.73,100,Major,430,3/14/2018
39,3/14/2018 10:44,70.45,33.24,0,90.44,100,Major,298,3/14/2018
40,3/14/2018 11:00,98.79,45.25,0,90.91,100,Major,430,3/14/2018
41,3/14/2018 11:15,97.55,59.43,0,85.4,100,Major,364,3/14/2018
42,3/14/2018 11:29,81.7,50.92,0,84.88,100,Major,364,3/14/2018
43,3/14/2018 11:45,89.61,54.14,0,85.6,100,Major,364,3/14/2018
44,3/14/2018 12:00,95.45,58.15,0,85.41,100,Major,364,3/14/2018
45,3/14/2018 12:14,13.72,4.26,17.29,95.52,62.07,Average,166,3/14/2018
46,3/14/2018 12:30,5.63,0,25.4,100,21.46,Average,93,3/14/2018
47,3/14/2018 12:45,5.61,0,24.91,100,21.86,Average,93,3/14/2018
48,3/14/2018 12:59,5.7,0,25.1,100,22.36,Average,100,3/14/2018
49,3/14/2018 13:15,31.76,3.99,5.69,99.21,98.42,Major,166,3/14/2018
50,3/14/2018 13:30,56.83,18.23,0.05,95.24,100,Major,298,3/14/2018
51,3/14/2018 13:44,52.98,15.97,0.06,95.75,100,Major,232,3/14/2018
52,3/14/2018 14:00,56.16,23.7,0,92.17,100,Major,298,3/14/2018
53,3/14/2018 14:15,65.22,27.67,0,92.03,100,Major,298,3/14/2018
54,3/14/2018 14:29,56.08,23.41,0,92.28,100,Major,298,3/14/2018
55,3/14/2018 14:45,44.56,11.95,0,96.57,100,Major,232,3/14/2018
56,3/14/2018 15:00,48.81,16.56,0,94.69,100,Major,232,3/14/2018
57,3/14/2018 15:14,52.07,16.26,0,95.47,100,Major,232,3/14/2018
58,3/14/2018 15:30,49.32,16.63,0,94.77,100,Major,232,3/14/2018
59,3/14/2018 15:45,51.11,16.34,0,95.26,100,Major,232,3/14/2018
60,3/14/2018 15:59,61.38,23.41,0,93.47,100,Major,298,3/14/2018
61,3/14/2018 16:15,95.52,31.97,0,94.83,100,Major,364,3/14/2018
62,3/14/2018 16:30,58.05,22.06,0,93.47,100,Major,298,3/14/2018
63,3/14/2018 16:44,113.07,41.61,0,93.86,100,Major,430,3/14/2018
64,3/14/2018 17:00,68.09,20.57,0,95.72,100,Major,298,3/14/2018
65,3/14/2018 17:15,113.65,42.26,0,93.74,100,Average,430,3/14/2018
66,3/14/2018 17:29,90.4,26.23,0,96.05,100,Average,364,3/14/2018
67,3/14/2018 18:00,40.77,5.47,4.25,99.1,99.47,Average,232,3/14/2018
68,3/14/2018 18:14,12.93,2.57,4.93,98.07,93.4,Average,166,3/14/2018
69,3/14/2018 18:30,4.59,0,5.81,100,62.21,Average,103,3/14/2018
70,3/14/2018 18:45,4.4,0,19.78,100,22.02,Average,94,3/14/2018
71,3/14/2018 18:59,4.52,0,24.67,100,17.8,Average,101,3/14/2018
72,3/14/2018 19:15,4.45,0,24.67,100,17.81,Average,105,3/14/2018
73,3/14/2018 19:30,4.39,0,24.61,100,17.84,Average,103,3/14/2018
74,3/14/2018 19:44,4.36,0,24.56,100,17.6,Average,99,3/14/2018
75,3/14/2018 20:00,4.51,0,24.63,100,17.84,Average,100,3/14/2018
76,3/14/2018 20:15,4.38,0,24.49,100,17.65,Average,100,3/14/2018
77,3/14/2018 20:29,4.48,0,24.46,100,17.84,Average,91,3/14/2018
